w_zip,h_zip,SE01,SE02,SE03,total
10465,11368,21,21,17,59
10465,11369,8,6,13,27
10465,11370,7,5,5,17
10465,11371,0,1,1,2
10465,11372,9,8,17,34
10465,11373,13,17,18,48
10465,11374,4,0,12,16
10465,11375,2,2,23,27
10465,11377,9,7,23,39
10465,11378,0,4,8,12
10465,11379,2,2,15,19
10465,11385,5,8,26,39
10465,11411,1,5,10,16
10465,11412,5,8,12,25
10465,11413,6,11,19,36
10465,11414,2,5,9,16
10465,11415,2,1,1,4
10465,11416,2,3,5,10
10465,11417,2,3,6,11
10465,11418,4,2,7,13
10465,11419,0,9,7,16
10465,11420,2,4,11,17
10465,11421,1,1,7,9
10465,11422,3,9,18,30
10465,11423,6,1,11,18
10465,11426,3,3,6,12
10465,11427,4,3,12,19
10465,11428,5,5,2,12
10465,11429,6,1,17,24
10465,11432,8,8,17,33
10465,11433,3,3,8,14
10465,11434,6,12,22,40
10465,11435,4,11,15,30
10465,11436,4,8,3,15
10465,11691,1,5,21,27
10465,11692,0,1,5,6
10465,11693,0,1,3,4
10465,11694,1,0,4,5
10465,11697,0,1,0,1
10466,10001,0,1,1,2
10466,10002,8,6,8,22
10466,10003,0,3,8,11
10466,10004,0,0,2,2
10466,10007,0,0,2,2
10466,10009,2,6,5,13
10466,10010,1,1,8,10
10466,10011,0,3,2,5
10466,10012,0,0,1,1
10466,10013,3,2,2,7
10466,10014,1,1,4,6
10466,10016,0,3,8,11
10466,10017,1,1,6,8
10466,10018,1,1,1,3
10466,10019,2,1,4,7
10466,10021,1,0,12,13
10466,10022,0,3,6,9
10466,10023,3,4,12,19
10466,10024,1,3,10,14
10466,10025,7,9,21,37
10466,10026,4,11,18,33
10466,10027,4,14,28,46
10466,10028,0,1,10,11
10466,10029,8,27,19,54
10466,10030,3,11,7,21
10466,10031,7,20,15,42
10466,10032,5,23,22,50
10466,10033,7,16,34,57
10466,10034,10,24,31,65
10466,10035,4,14,6,24
10466,10036,0,1,6,7
10466,10037,1,7,6,14
10466,10038,1,0,3,4
10466,10039,3,13,4,20
10466,10040,10,23,12,45
10466,10044,0,0,3,3
10466,10065,0,0,12,12
10466,10069,0,0,2,2
10466,10075,0,0,5,5
10466,10128,0,2,12,14
10466,10280,0,0,2,2
10466,10301,2,6,4,12
10466,10302,1,4,3,8
10466,10303,3,1,8,12
10466,10304,3,3,2,8
10466,10305,1,1,11,13
10466,10306,3,2,8,13
10466,10307,0,1,2,3
10466,10308,1,2,9,12
10466,10309,2,6,6,14
10466,10310,1,1,4,6
10466,10312,1,4,18,23
10466,10314,1,4,16,21
10466,10451,23,51,22,96
10466,10452,17,70,40,127
10466,10453,40,111,57,208
10466,10454,12,18,13,43
10466,10455,12,35,25,72
10466,10456,37,111,38,186
10466,10457,38,106,40,184
10466,10458,37,100,41,178
10466,10459,15,41,26,82
10466,10460,33,71,41,145
10466,10461,35,67,90,192
10466,10462,47,117,126,290
10466,10463,34,51,88,173
10466,10464,5,0,13,18
10466,10465,23,43,73,139
10466,10466,160,351,232,743
10466,10467,85,224,143,452
10466,10468,44,101,62,207
10466,10469,67,177,143,387
10466,10470,11,42,43,96
10466,10471,7,14,40,61
10466,10472,23,73,48,144
10466,10473,30,83,71,184
10466,10474,5,6,8,19
10466,10475,22,81,80,183
10466,11001,1,1,1,3
10466,11004,1,0,5,6
10466,11101,2,2,3,7
10466,11102,4,1,4,9
10466,11103,2,2,7,11
10466,11104,3,3,5,11
10466,11105,0,2,9,11
10466,11106,3,5,12,20
10466,11201,2,4,11,17
10466,11203,6,10,11,27
10466,11204,2,4,3,9
10466,11205,0,5,6,11
10466,11206,4,13,10,27
10466,11207,13,15,19,47
10466,11208,9,13,17,39
10466,11209,1,5,5,11
10466,11210,9,11,6,26
10466,11211,0,5,15,20
10466,11212,13,19,14,46
10466,11213,1,8,12,21
10466,11214,3,3,12,18
10466,11215,1,5,10,16
10466,11216,4,8,6,18
10466,11217,1,1,6,8
10466,11218,2,7,10,19
10466,11219,4,4,5,13
10466,11220,2,7,6,15
10466,11221,4,7,12,23
10466,11222,0,0,3,3
10466,11223,3,6,7,16
10466,11224,2,3,2,7
10466,11225,2,6,11,19
10466,11226,9,18,12,39
10466,11228,1,1,3,5
10466,11229,4,5,11,20
10466,11230,5,6,15,26
10466,11231,0,1,4,5
10466,11232,1,1,5,7
10466,11233,9,16,8,33
10466,11234,4,11,20,35
10466,11235,0,7,9,16
10466,11236,10,15,19,44
10466,11237,2,2,5,9
10466,11238,2,6,3,11
10466,11239,1,3,4,8
10466,11354,2,10,17,29
10466,11355,6,8,14,28
10466,11356,1,3,8,12
10466,11357,3,5,9,17
10466,11358,3,1,11,15
10466,11360,2,0,11,13
10466,11361,3,5,9,17
10466,11362,0,3,5,8
10466,11363,0,0,1,1
10466,11364,1,2,12,15
10466,11365,2,6,10,18
10466,11366,0,1,0,1
10466,11367,2,5,7,14
10466,11368,10,14,10,34
10466,11369,2,8,2,12
10466,11370,6,12,7,25
10466,11372,6,11,4,21
10466,11373,5,11,12,28
10466,11374,0,2,16,18
10466,11375,4,6,15,25
10466,11377,5,9,7,21
10466,11378,2,3,9,14
10466,11379,2,2,12,16
10466,11385,1,12,19,32
10466,11411,2,3,3,8
10466,11412,4,8,10,22
10466,11413,4,7,15,26
10466,11414,3,2,7,12
10466,11415,1,4,3,8
10466,11416,3,3,6,12
10466,11417,2,1,9,12
10466,11418,2,5,4,11
10466,11419,2,7,4,13
10466,11420,3,2,9,14
10466,11421,0,7,2,9
10466,11422,5,8,12,25
10466,11423,5,6,10,21
10466,11426,2,2,9,13
10466,11427,1,1,8,10
10466,11428,2,2,2,6
10466,11429,6,4,5,15
10466,11432,4,12,18,34
10466,11433,2,7,8,17
10466,11434,3,13,17,33
10466,11435,6,10,12,28
10466,11436,2,3,1,6
10466,11691,3,7,12,22
10466,11692,1,1,4,6
10466,11693,0,0,1,1
10466,11694,0,1,3,4
10467,10001,2,0,8,10
10467,10002,12,12,24,48
10467,10003,4,7,25,36
10467,10005,0,0,4,4
10467,10009,3,5,31,39
10467,10010,0,3,18,21
10467,10011,5,5,22,32
10467,10012,2,0,6,8
10467,10013,2,0,4,6
10467,10014,0,1,14,15
10467,10016,3,6,32,41
10467,10017,0,2,12,14
10467,10018,0,1,2,3
10467,10019,2,4,21,27
10467,10021,2,5,60,67
10467,10022,1,1,18,20
10467,10023,6,2,54,62
10467,10024,2,10,30,42
10467,10025,12,19,83,114
10467,10026,17,43,43,103
10467,10027,23,26,53,102
10467,10028,1,4,54,59
10467,10029,26,46,67,139
10467,10030,12,26,38,76
10467,10031,20,35,46,101
10467,10032,24,55,54,133
10467,10033,30,50,97,177
10467,10034,11,32,49,92
10467,10035,15,21,30,66
10467,10036,2,5,13,20
10467,10037,5,12,23,40
10467,10038,1,4,8,13
10467,10039,7,28,32,67
10467,10040,15,34,50,99
10467,10044,0,0,11,11
10467,10065,1,1,38,40
10467,10069,0,2,7,9
10467,10075,0,1,26,27
10467,10128,5,9,63,77
10467,10162,0,1,1,2
10467,10280,1,0,3,4
10467,10282,1,0,5,6
10467,10301,0,4,15,19
10467,10302,0,3,6,9
10467,10303,1,1,9,11
10467,10304,3,10,8,21
10467,10305,3,8,14,25
10467,10306,2,7,21,30
10467,10307,0,0,5,5
10467,10308,1,1,5,7
10467,10309,1,2,16,19
10467,10310,1,8,13,22
10467,10312,1,7,22,30
10467,10314,7,9,21,37
10467,10451,55,110,83,248
10467,10452,73,196,153,422
10467,10453,95,192,172,459
10467,10454,42,75,55,172
10467,10455,59,103,61,223
10467,10456,136,195,171,502
10467,10457,106,213,110,429
10467,10458,139,253,188,580
10467,10459,68,109,83,260
10467,10460,93,181,132,406
10467,10461,58,174,327,559
10467,10462,132,286,405,823
10467,10463,100,175,355,630
10467,10464,6,9,35,50
10467,10465,51,92,235,378
10467,10466,199,479,494,1172
10467,10467,511,905,825,2241
10467,10468,151,246,183,580
10467,10469,201,412,549,1162
10467,10470,23,86,124,233
10467,10471,18,21,149,188
10467,10472,99,178,143,420
10467,10473,76,198,226,500
10467,10474,11,19,19,49
10467,10475,95,217,342,654
10467,11001,1,1,5,7
10467,11004,1,8,11,20
10467,11040,0,0,4,4
10467,11101,2,7,14,23
10467,11102,1,4,16,21
10467,11103,1,4,25,30
10467,11104,0,6,13,19
10467,11105,2,0,12,14
10467,11106,1,4,13,18
10467,11109,0,0,6,6
10467,11201,3,8,18,29
10467,11203,26,54,33,113
10467,11204,2,3,15,20
10467,11205,0,8,17,25
10467,11206,10,24,20,54
10467,11207,24,41,28,93
10467,11208,23,48,27,98
10467,11209,1,12,16,29
10467,11210,14,30,35,79
10467,11211,2,8,35,45
10467,11212,33,55,30,118
10467,11213,14,34,31,79
10467,11214,1,4,23,28
10467,11215,0,4,17,21
10467,11216,15,29,14,58
10467,11217,9,2,12,23
10467,11218,3,11,16,30
10467,11219,2,6,11,19
10467,11220,10,11,17,38
10467,11221,10,22,22,54
10467,11222,0,2,6,8
10467,11223,4,8,13,25
10467,11224,0,10,11,21
10467,11225,18,40,27,85
10467,11226,23,41,38,102
10467,11228,1,3,11,15
10467,11229,3,12,32,47
10467,11230,5,18,24,47
10467,11231,2,1,8,11
10467,11232,0,1,5,6
10467,11233,20,24,26,70
10467,11234,11,30,27,68
10467,11235,3,5,25,33
10467,11236,23,45,31,99
10467,11237,7,8,14,29
10467,11238,7,17,18,42
10467,11239,3,4,5,12
10467,11354,5,8,25,38
10467,11355,12,20,33,65
10467,11356,3,4,8,15
10467,11357,11,11,17,39
10467,11358,4,3,18,25
10467,11360,4,4,10,18
10467,11361,3,8,14,25
10467,11362,2,5,9,16
10467,11363,1,0,4,5
10467,11364,6,7,20,33
10467,11365,4,9,25,38
10467,11366,2,5,7,14
10467,11367,5,13,22,40
10467,11368,10,15,34,59
10467,11369,1,7,15,23
10467,11370,2,7,7,16
10467,11372,3,10,15,28
10467,11373,4,10,43,57
10467,11374,2,2,31,35
10467,11375,4,6,50,60
10467,11377,4,13,37,54
10467,11378,1,5,15,21
10467,11379,1,8,10,19
10467,11385,9,18,42,69
10467,11411,3,5,11,19
10467,11412,7,14,28,49
10467,11413,5,16,26,47
10467,11414,1,8,12,21
10467,11415,1,5,4,10
10467,11416,0,2,15,17
10467,11417,3,10,13,26
10467,11418,3,4,14,21
10467,11419,2,7,17,26
10467,11420,8,11,21,40
10467,11421,2,7,15,24
10467,11422,6,12,26,44
10467,11423,1,6,13,20
10467,11426,1,6,11,18
10467,11427,6,3,18,27
10467,11428,3,5,20,28
10467,11429,6,6,22,34
10467,11432,7,22,33,62
10467,11433,4,11,16,31
10467,11434,9,17,29,55
10467,11435,3,11,28,42
10467,11436,4,5,13,22
10467,11691,11,13,25,49
10467,11692,4,5,8,17
10467,11693,1,0,5,6
10467,11694,3,3,6,12
10467,11697,0,0,3,3
10468,10001,0,2,2,4
10468,10002,5,4,10,19
10468,10003,1,3,3,7
10468,10004,1,0,0,1
10468,10005,0,1,0,1
10468,10007,1,1,0,2
10468,10009,2,4,6,12
10468,10010,0,1,7,8
10468,10011,4,3,8,15
10468,10012,0,0,1,1
10468,10013,1,2,4,7
10468,10014,2,0,2,4
10468,10016,0,1,6,7
10468,10017,0,0,2,2
10468,10018,0,0,1,1
10468,10019,2,0,4,6
10468,10021,1,4,4,9
10468,10022,0,1,5,6
10468,10023,5,5,6,16
10468,10024,8,0,13,21
10468,10025,9,5,19,33
10468,10026,15,20,11,46
10468,10027,16,24,24,64
10468,10028,2,0,0,2
10468,10029,8,17,16,41
10468,10030,10,3,15,28
10468,10031,22,16,27,65
10468,10032,19,18,11,48
10468,10033,30,41,18,89
10468,10034,34,30,26,90
10468,10035,9,6,11,26
10468,10036,0,0,3,3
10468,10037,7,7,8,22
10468,10038,3,1,2,6
10468,10039,11,12,15,38
10468,10040,8,15,19,42
10468,10044,2,0,0,2
10468,10065,1,2,3,6
10468,10069,2,0,0,2
10468,10075,0,0,2,2
10468,10128,3,2,9,14
10468,10301,3,2,11,16
10468,10302,2,1,6,9
10468,10303,0,2,7,9
10468,10304,0,1,10,11
10468,10305,2,3,7,12
10468,10306,0,3,15,18
10468,10307,0,0,2,2
10468,10308,1,1,6,8
10468,10309,0,2,9,11
10468,10310,1,3,10,14
10468,10312,3,5,15,23
10468,10314,1,7,9,17
10468,10451,26,38,21,85
10468,10452,44,53,39,136
10468,10453,93,176,63,332
10468,10454,17,20,14,51
10468,10455,16,28,9,53
10468,10456,46,69,40,155
10468,10457,48,99,46,193
10468,10458,110,158,68,336
10468,10459,40,44,25,109
10468,10460,36,45,31,112
10468,10461,30,30,48,108
10468,10462,37,65,58,160
10468,10463,50,78,73,201
10468,10464,2,1,3,6
10468,10465,16,25,44,85
10468,10466,26,58,52,136
10468,10467,68,91,74,233
10468,10468,246,331,89,666
10468,10469,35,57,67,159
10468,10470,8,10,8,26
10468,10471,12,9,28,49
10468,10472,25,44,29,98
10468,10473,39,37,46,122
10468,10474,3,8,7,18
10468,10475,13,30,37,80
10468,11001,0,1,2,3
10468,11004,0,3,4,7
10468,11005,0,1,0,1
10468,11101,4,2,4,10
10468,11102,2,1,4,7
10468,11103,3,0,5,8
10468,11104,3,2,4,9
10468,11105,4,3,3,10
10468,11106,2,3,4,9
10468,11109,1,2,2,5
10468,11201,4,1,6,11
10468,11203,8,3,11,22
10468,11204,0,1,5,6
10468,11205,5,4,3,12
10468,11206,5,5,9,19
10468,11207,6,16,9,31
10468,11208,10,13,11,34
10468,11209,3,4,10,17
10468,11210,7,4,8,19
10468,11211,4,7,10,21
10468,11212,7,6,10,23
10468,11213,2,12,12,26
10468,11214,3,4,8,15
10468,11215,1,3,8,12
10468,11216,6,2,4,12
10468,11217,2,2,10,14
10468,11218,8,5,7,20
10468,11219,4,1,7,12
10468,11220,4,3,8,15
10468,11221,2,7,5,14
10468,11222,2,2,0,4
10468,11223,2,2,4,8
10468,11224,1,4,7,12
10468,11225,12,4,7,23
10468,11226,10,11,10,31
10468,11228,2,2,3,7
10468,11229,5,3,12,20
10468,11230,6,4,13,23
10468,11231,2,0,5,7
10468,11232,2,5,3,10
10468,11233,8,9,7,24
10468,11234,5,6,18,29
10468,11235,4,4,5,13
10468,11236,8,0,18,26
10468,11237,2,3,7,12
10468,11238,5,3,11,19
10468,11239,0,1,3,4
10468,11354,7,6,8,21
10468,11355,12,12,10,34
10468,11356,3,0,2,5
10468,11357,3,2,3,8
10468,11358,3,4,7,14
10468,11360,2,0,4,6
10468,11361,3,4,5,12
10468,11362,2,2,7,11
10468,11363,0,1,3,4
10468,11364,3,3,12,18
10468,11365,4,2,10,16
10468,11366,0,0,2,2
10468,11367,3,2,9,14
10468,11368,5,9,15,29
10468,11369,1,3,4,8
10468,11370,3,5,1,9
10468,11372,4,9,7,20
10468,11373,13,8,8,29
10468,11374,0,1,10,11
10468,11375,7,9,20,36
10468,11377,11,7,12,30
10468,11378,4,0,3,7
10468,11379,1,1,9,11
10468,11385,6,10,26,42
10468,11411,0,1,6,7
10468,11412,2,2,6,10
10468,11413,1,5,10,16
10468,11414,0,0,5,5
10468,11415,0,5,3,8
10468,11416,1,2,1,4
10468,11417,3,3,4,10
10468,11418,0,8,4,12
10468,11419,3,7,7,17
10468,11420,5,5,9,19
10468,11421,2,10,4,16
10468,11422,1,1,4,6
10468,11423,5,2,1,8
10468,11426,0,2,6,8
10468,11427,1,2,8,11
10468,11428,1,1,4,6
10468,11429,3,6,10,19
10468,11432,9,3,6,18
10468,11433,2,4,7,13
10468,11434,7,4,3,14
10468,11435,3,10,13,26
10468,11436,2,1,1,4
10468,11691,7,2,11,20
10468,11692,1,1,0,2
10468,11693,0,1,1,2
10468,11694,0,2,1,3
10468,11697,0,0,1,1
10469,10001,1,0,1,2
10469,10002,3,6,5,14
10469,10003,1,2,4,7
10469,10007,0,0,1,1
10469,10009,6,3,6,15
10469,10010,0,2,3,5
10469,10011,0,2,6,8
10469,10012,0,0,2,2
10469,10013,0,2,3,5
10469,10014,3,0,2,5
10469,10016,1,1,1,3
10469,10017,0,1,0,1
10469,10019,1,1,10,12
10469,10021,0,0,3,3
10469,10022,0,2,2,4
10469,10023,0,1,4,5
10469,10024,3,2,4,9
10469,10025,5,9,10,24
10469,10026,10,10,12,32
10469,10027,4,13,14,31
10469,10028,1,0,6,7
10469,10029,2,23,9,34
10469,10030,4,16,6,26
10469,10031,6,14,12,32
10469,10032,13,26,12,51
10469,10033,7,11,13,31
10469,10034,6,15,16,37
10469,10035,2,9,4,15
10469,10036,0,2,3,5
10469,10037,3,9,2,14
10469,10038,1,0,3,4
10469,10039,4,14,8,26
10469,10040,2,11,11,24
10469,10044,0,0,1,1
10469,10065,0,1,2,3
10469,10069,0,1,0,1
10469,10075,1,1,4,6
10469,10128,0,3,4,7
10469,10162,0,0,1,1
10469,10280,0,1,0,1
10469,10282,0,0,1,1
10469,10301,1,2,4,7
10469,10302,1,2,3,6
10469,10303,1,2,3,6
10469,10304,1,5,4,10
10469,10305,0,3,2,5
10469,10306,1,1,8,10
10469,10307,2,0,5,7
10469,10308,0,0,7,7
10469,10309,1,2,3,6
10469,10310,0,3,3,6
10469,10312,1,2,7,10
10469,10314,1,3,10,14
10469,10451,9,54,22,85
10469,10452,22,57,38,117
10469,10453,23,64,32,119
10469,10454,9,36,11,56
10469,10455,15,28,20,63
10469,10456,29,103,43,175
10469,10457,23,82,36,141
10469,10458,42,100,35,177
10469,10459,21,54,38,113
10469,10460,24,93,26,143
10469,10461,32,86,94,212
10469,10462,68,130,98,296
10469,10463,12,33,49,94
10469,10464,7,3,3,13
10469,10465,22,59,77,158
10469,10466,81,278,150,509
10469,10467,80,293,150,523
10469,10468,40,72,44,156
10469,10469,186,389,227,802
10469,10470,16,33,27,76
10469,10471,4,8,21,33
10469,10472,29,84,66,179
10469,10473,26,68,56,150
10469,10474,4,6,0,10
10469,10475,32,111,64,207
10469,11001,0,1,1,2
10469,11004,2,3,2,7
10469,11101,1,6,1,8
10469,11102,3,4,6,13
10469,11103,4,0,7,11
10469,11104,2,3,6,11
10469,11105,2,3,4,9
10469,11106,0,3,6,9
10469,11109,0,0,1,1
10469,11201,1,4,4,9
10469,11203,4,12,16,32
10469,11204,0,4,5,9
10469,11205,2,3,2,7
10469,11206,3,6,6,15
10469,11207,5,14,13,32
10469,11208,6,15,10,31
10469,11209,3,3,11,17
10469,11210,3,6,7,16
10469,11211,2,2,6,10
10469,11212,9,16,11,36
10469,11213,5,7,9,21
10469,11214,0,2,5,7
10469,11215,2,0,7,9
10469,11216,1,9,3,13
10469,11217,1,2,5,8
10469,11218,2,3,6,11
10469,11219,3,5,11,19
10469,11220,2,3,5,10
10469,11221,1,8,9,18
10469,11222,1,0,3,4
10469,11223,2,2,6,10
10469,11224,2,5,3,10
10469,11225,5,7,6,18
10469,11226,2,12,11,25
10469,11228,1,0,5,6
10469,11229,1,3,7,11
10469,11230,2,2,10,14
10469,11231,0,2,1,3
10469,11232,0,0,4,4
10469,11233,3,6,5,14
10469,11234,4,6,18,28
10469,11235,3,4,12,19
10469,11236,3,13,19,35
10469,11237,1,3,2,6
10469,11238,0,4,6,10
10469,11239,1,3,3,7
10469,11354,9,9,12,30
10469,11355,9,13,14,36
10469,11356,3,4,6,13
10469,11357,3,6,8,17
10469,11358,5,10,13,28
10469,11359,0,1,0,1
10469,11360,1,4,7,12
10469,11361,1,4,12,17
10469,11362,1,2,5,8
10469,11363,1,0,0,1
10469,11364,2,3,13,18
10469,11365,3,6,9,18
10469,11366,1,1,1,3
10469,11367,4,4,7,15
10469,11368,11,18,11,40
10469,11369,2,4,7,13
10469,11370,5,5,6,16
10469,11372,9,9,8,26
10469,11373,6,7,23,36
10469,11374,1,4,9,14
10469,11375,2,1,18,21
10469,11377,4,8,19,31
10469,11378,1,0,9,10
10469,11379,1,3,5,9
10469,11385,5,9,11,25
10469,11411,2,4,4,10
10469,11412,3,7,9,19
10469,11413,3,5,16,24
10469,11414,0,4,7,11
10469,11415,0,1,3,4
10469,11416,1,1,0,2
10469,11417,1,2,2,5
10469,11418,0,3,3,6
10469,11419,2,7,9,18
10469,11420,1,4,3,8
10469,11421,0,6,6,12
10469,11422,1,2,5,8
10469,11423,5,4,4,13
10469,11426,0,2,1,3
10469,11427,0,4,5,9
10469,11428,4,3,6,13
10469,11429,4,6,6,16
10469,11432,3,6,7,16
10469,11433,1,3,9,13
10469,11434,5,3,6,14
10469,11435,6,3,8,17
10469,11436,4,3,5,12
10469,11691,2,6,12,20
10469,11692,0,3,3,6
10469,11694,0,1,3,4
10469,11697,0,1,0,1
10470,10001,0,0,1,1
10470,10002,2,1,0,3
10470,10003,0,1,0,1
10470,10009,2,0,3,5
10470,10011,0,0,2,2
10470,10013,1,0,1,2
10470,10014,0,1,3,4
10470,10016,0,0,1,1
10470,10018,0,0,1,1
10470,10021,0,1,1,2
10470,10022,0,0,1,1
10470,10023,1,0,0,1
10470,10024,0,3,1,4
10470,10025,1,0,6,7
10470,10026,1,3,2,6
10470,10027,0,2,6,8
10470,10028,0,0,2,2
10470,10029,5,10,1,16
10470,10030,1,3,3,7
10470,10031,4,6,14,24
10470,10032,3,10,2,15
10470,10033,3,9,8,20
10470,10034,2,8,12,22
10470,10035,3,3,1,7
10470,10038,0,0,3,3
10470,10039,1,1,3,5
10470,10040,2,7,11,20
10470,10044,1,0,0,1
10470,10128,3,0,1,4
10470,10280,0,0,1,1
10470,10282,0,0,1,1
10470,10301,1,6,6,13
10470,10302,1,5,4,10
10470,10303,4,3,4,11
10470,10304,5,3,16,24
10470,10305,0,5,11,16
10470,10306,2,2,17,21
10470,10307,1,0,0,1
10470,10308,0,1,4,5
10470,10309,2,1,4,7
10470,10310,1,2,9,12
10470,10312,3,3,9,15
10470,10314,1,9,22,32
10470,10451,4,11,3,18
10470,10452,7,12,13,32
10470,10453,12,28,17,57
10470,10454,1,7,1,9
10470,10455,1,6,3,10
10470,10456,6,19,19,44
10470,10457,15,22,25,62
10470,10458,4,33,17,54
10470,10459,7,13,5,25
10470,10460,9,19,16,44
10470,10461,4,8,10,22
10470,10462,8,28,17,53
10470,10463,6,11,13,30
10470,10464,1,0,1,2
10470,10465,3,7,12,22
10470,10466,27,56,53,136
10470,10467,23,44,37,104
10470,10468,9,43,19,71
10470,10469,17,32,43,92
10470,10470,33,51,53,137
10470,10471,3,4,5,12
10470,10472,12,16,13,41
10470,10473,9,12,9,30
10470,10474,0,2,0,2
10470,10475,15,26,17,58
10470,11005,0,0,1,1
10470,11101,0,0,3,3
10470,11102,0,2,2,4
10470,11103,0,0,3,3
10470,11104,1,1,4,6
10470,11105,0,1,2,3
10470,11106,1,2,2,5
10470,11201,0,0,2,2
10470,11203,3,4,9,16
10470,11204,0,2,9,11
10470,11205,0,0,3,3
10470,11206,1,1,3,5
10470,11207,5,1,6,12
10470,11208,5,1,6,12
10470,11209,0,1,2,3
10470,11210,1,2,8,11
10470,11211,0,0,1,1
10470,11212,2,6,13,21
10470,11213,0,1,4,5
10470,11214,1,2,7,10
10470,11215,0,1,2,3
10470,11216,2,4,2,8
10470,11217,0,0,1,1
10470,11218,1,4,10,15
10470,11219,1,4,20,25
10470,11220,3,0,6,9
10470,11221,0,3,5,8
10470,11222,0,0,1,1
10470,11223,0,4,7,11
10470,11224,2,1,4,7
10470,11225,3,5,9,17
10470,11226,5,6,11,22
10470,11228,1,0,4,5
10470,11229,0,1,12,13
10470,11230,2,5,15,22
10470,11231,0,1,1,2
10470,11233,0,1,10,11
10470,11234,0,1,19,20
10470,11235,1,4,11,16
10470,11236,7,3,15,25
10470,11237,1,1,3,5
10470,11238,1,0,6,7
10470,11239,2,0,0,2
10470,11354,0,1,4,5
10470,11355,3,1,4,8
10470,11356,0,1,0,1
10470,11357,0,2,2,4
10470,11358,0,0,2,2
10470,11360,0,0,1,1
10470,11361,0,0,4,4
10470,11362,0,0,3,3
10470,11363,0,1,2,3
10470,11364,0,4,4,8
10470,11365,2,1,9,12
10470,11366,1,2,6,9
10470,11367,0,4,8,12
10470,11368,1,5,6,12
10470,11369,0,2,4,6
10470,11370,4,5,2,11
10470,11372,1,4,7,12
10470,11373,0,6,9,15
10470,11374,1,1,4,6
10470,11375,0,1,9,10
10470,11377,1,3,8,12
10470,11378,2,3,6,11
10470,11379,3,4,8,15
10470,11385,1,6,9,16
10470,11411,0,0,1,1
10470,11412,3,6,3,12
10470,11413,1,3,6,10
10470,11414,0,2,3,5
10470,11415,1,1,2,4
10470,11416,1,2,1,4
10470,11417,0,1,1,2
10470,11418,1,1,2,4
10470,11419,0,5,1,6
10470,11420,0,0,3,3
10470,11421,1,1,4,6
10470,11422,3,2,2,7
10470,11423,2,4,5,11
10470,11426,0,1,2,3
10470,11427,1,0,4,5
10470,11428,0,0,3,3
10470,11429,1,0,3,4
10470,11432,1,4,6,11
10470,11433,0,4,6,10
10470,11434,5,9,6,20
10470,11435,1,5,11,17
10470,11436,0,1,4,5
10470,11691,0,1,8,9
10470,11692,0,1,4,5
10470,11693,0,0,2,2
10470,11694,0,0,5,5
10470,11697,0,0,2,2
10471,10001,2,0,3,5
10471,10002,1,3,7,11
10471,10003,3,1,7,11
10471,10004,1,0,1,2
10471,10009,4,3,10,17
10471,10010,2,0,11,13
10471,10011,3,2,4,9
10471,10012,0,0,7,7
10471,10013,2,0,6,8
10471,10014,1,2,7,10
10471,10016,5,2,6,13
10471,10017,2,1,2,5
10471,10019,4,2,9,15
10471,10021,4,2,12,18
10471,10022,2,2,4,8
10471,10023,6,7,29,42
10471,10024,10,5,44,59
10471,10025,12,12,48,72
10471,10026,7,7,20,34
10471,10027,5,12,30,47
10471,10028,6,2,11,19
10471,10029,10,9,11,30
10471,10030,7,7,7,21
10471,10031,22,32,25,79
10471,10032,16,20,13,49
10471,10033,27,44,41,112
10471,10034,16,29,40,85
10471,10035,4,8,6,18
10471,10036,0,0,2,2
10471,10037,3,5,5,13
10471,10038,0,1,2,3
10471,10039,4,2,7,13
10471,10040,26,34,35,95
10471,10044,1,0,0,1
10471,10065,2,1,9,12
10471,10069,2,0,1,3
10471,10075,1,0,7,8
10471,10128,5,7,21,33
10471,10280,0,0,2,2
10471,10282,0,0,1,1
10471,10301,2,4,5,11
10471,10302,2,2,2,6
10471,10303,3,4,2,9
10471,10304,3,3,3,9
10471,10305,7,4,1,12
10471,10306,5,3,2,10
10471,10307,0,0,1,1
10471,10308,3,0,0,3
10471,10309,3,0,0,3
10471,10310,1,3,2,6
10471,10312,4,0,5,9
10471,10314,7,1,7,15
10471,10451,7,35,21,63
10471,10452,22,49,17,88
10471,10453,33,74,36,143
10471,10454,11,29,8,48
10471,10455,7,32,11,50
10471,10456,20,62,33,115
10471,10457,23,61,16,100
10471,10458,45,56,40,141
10471,10459,11,14,11,36
10471,10460,23,33,36,92
10471,10461,14,20,23,57
10471,10462,46,37,37,120
10471,10463,170,162,328,660
10471,10464,3,2,1,6
10471,10465,25,11,19,55
10471,10466,38,114,78,230
10471,10467,68,108,70,246
10471,10468,36,84,60,180
10471,10469,42,91,70,203
10471,10470,20,14,24,58
10471,10471,145,136,290,571
10471,10472,13,19,17,49
10471,10473,18,29,22,69
10471,10474,3,5,3,11
10471,10475,13,44,42,99
10471,11001,0,0,1,1
10471,11004,0,1,4,5
10471,11040,0,0,1,1
10471,11101,3,0,2,5
10471,11102,6,5,4,15
10471,11103,8,3,10,21
10471,11104,2,1,4,7
10471,11105,4,2,12,18
10471,11106,4,6,5,15
10471,11109,0,1,2,3
10471,11201,1,2,12,15
10471,11203,9,13,6,28
10471,11204,4,2,6,12
10471,11205,2,1,11,14
10471,11206,6,3,1,10
10471,11207,5,8,2,15
10471,11208,6,2,4,12
10471,11209,3,4,5,12
10471,11210,8,3,8,19
