O,D,time_minutes
10013,10055,23.0
10013,10065,26.0
10013,10069,32.0
10013,10075,30.0
10013,10080,10.0
10013,10081,12.0
10013,10096,21.0
10013,10097,17.0
10013,10103,22.0
10013,10104,20.0
10013,10105,20.0
10013,10106,21.0
10013,10107,20.0
10013,10110,21.0
10013,10111,24.0
10013,10112,18.0
10013,10115,37.0
10013,10118,16.0
10013,10119,14.0
10013,10120,15.0
10013,10121,17.0
10013,10122,12.0
10013,10123,17.0
10013,10128,33.0
10013,10151,25.0
10013,10152,21.0
10013,10153,24.0
10013,10154,20.0
10013,10155,22.0
10013,10158,23.0
10013,10162,34.0
10013,10165,18.0
10013,10166,21.0
10013,10167,21.0
10013,10168,17.0
10013,10169,21.0
10013,10170,18.0
10013,10171,22.0
10013,10172,23.0
10013,10174,18.0
10013,10178,18.0
10013,10196,19.0
10013,10203,13.0
10013,10259,12.0
10013,10260,14.0
10013,10265,15.0
10013,10270,14.0
10013,10271,14.0
10013,10275,12.0
10013,10278,7.0
10013,10279,9.0
10013,10280,16.0
10013,10281,15.0
10013,10282,14.0
10013,10285,12.0
10013,10286,14.0
10013,10301,68.0
10013,10302,59.0
10013,10303,79.0
10013,10304,40.0
10013,10305,36.0
10013,10306,45.0
10013,10307,112.0
10013,10308,60.0
10013,10309,99.0
10013,10310,87.0
10013,10312,71.0
10013,10314,69.0
10013,10451,42.0
10013,10452,39.0
10013,10453,50.0
10013,10454,38.0
10013,10455,40.0
10013,10456,57.0
10013,10457,49.0
10013,10458,55.0
10013,10459,45.0
10013,10460,50.0
10013,10461,70.0
10013,10462,70.0
10013,10463,54.0
10013,10464,92.0
10013,10465,82.0
10013,10466,80.0
10013,10467,62.0
10013,10468,51.0
10013,10469,66.0
10013,10470,66.0
10013,10471,75.0
10013,10472,55.0
10013,10473,71.0
10013,10474,59.0
10013,10475,77.0
10013,11001,92.0
10013,11004,79.0
10013,11005,90.0
10013,11040,84.0
10013,11096,75.0
10013,11101,30.0
10013,11102,43.0
10013,11103,45.0
10013,11104,36.0
10013,11105,40.0
10013,11106,40.0
10013,11109,33.0
10013,11201,17.0
10013,11203,53.0
10013,11204,50.0
10013,11205,32.0
10013,11206,24.0
10013,11207,35.0
10013,11208,30.0
10013,11209,52.0
10013,11210,48.0
10013,11211,24.0
10013,11212,40.0
10013,11213,35.0
10013,11214,62.0
10013,11215,31.0
10013,11216,19.0
10013,11217,24.0
10013,11218,34.0
10013,11219,30.0
10013,11220,41.0
10013,11221,27.0
10013,11222,38.0
10013,11223,52.0
10013,11224,67.0
10013,11225,40.0
10013,11226,45.0
10013,11228,59.0
10013,11229,55.0
10013,11230,47.0
10013,11231,29.0
10013,11232,35.0
10013,11233,26.0
10013,11234,62.0
10013,11235,53.0
10013,11236,51.0
10013,11237,35.0
10013,11238,23.0
10013,11239,55.0
10013,11249,23.0
10013,11251,32.0
10013,11354,60.0
10013,11355,46.0
10013,11356,74.0
10013,11357,73.0
10013,11358,47.0
10013,11359,75.0
10013,11360,75.0
10013,11361,46.0
10013,11362,93.0
10013,11363,59.0
10013,11364,84.0
10013,11365,74.0
10013,11366,71.0
10013,11367,59.0
10013,11368,51.0
10013,11369,59.0
10013,11370,52.0
10013,11371,72.0
10013,11372,49.0
10013,11373,46.0
10013,11374,48.0
10013,11375,45.0
10013,11377,31.0
10013,11378,42.0
10013,11379,57.0
10013,11385,46.0
10013,11411,89.0
10013,11412,76.0
10013,11413,59.0
10013,11414,63.0
10013,11415,46.0
10013,11416,43.0
10013,11417,43.0
10013,11418,51.0
10013,11419,46.0
10013,11420,61.0
10013,11421,45.0
10013,11422,66.0
10013,11423,71.0
10013,11426,85.0
10013,11427,72.0
10013,11428,84.0
10013,11429,81.0
10013,11430,93.0
10013,11432,61.0
10013,11433,69.0
10013,11434,76.0
10013,11435,55.0
10013,11436,68.0
10014,10001,14.0
10014,10002,20.0
10014,10003,12.0
10014,10004,19.0
10014,10005,19.0
10014,10006,14.0
10014,10007,13.0
10014,10009,16.0
10014,10010,18.0
10014,10011,10.0
10014,10012,14.0
10014,10013,14.0
10014,10014,0.0
10014,10016,27.0
10014,10017,23.0
10014,10018,18.0
10014,10019,22.0
10014,10020,19.0
10014,10021,26.0
10014,10022,30.0
10014,10023,21.0
10014,10024,30.0
10014,10025,28.0
10014,10026,30.0
10014,10027,32.0
10014,10028,30.0
10014,10029,42.0
10014,10030,41.0
10014,10031,36.0
10014,10032,40.0
10014,10033,41.0
10014,10034,47.0
10014,10035,41.0
10014,10036,19.0
10014,10037,40.0
10014,10038,23.0
10014,10039,41.0
10014,10040,45.0
10014,10041,21.0
10014,10043,24.0
10014,10044,26.0
10014,10045,18.0
10014,10047,16.0
10014,10048,13.0
10014,10055,26.0
10014,10065,27.0
10014,10069,27.0
10014,10075,36.0
10014,10080,15.0
10014,10081,20.0
10014,10096,17.0
10014,10097,16.0
10014,10103,23.0
10014,10104,20.0
10014,10105,21.0
10014,10106,21.0
10014,10107,19.0
10014,10110,18.0
10014,10111,21.0
10014,10112,17.0
10014,10115,32.0
10014,10118,13.0
10014,10119,12.0
10014,10120,11.0
10014,10121,14.0
10014,10122,13.0
10014,10123,12.0
10014,10128,37.0
10014,10151,27.0
10014,10152,28.0
10014,10153,26.0
10014,10154,29.0
10014,10155,28.0
10014,10158,23.0
10014,10162,38.0
10014,10165,21.0
10014,10166,22.0
10014,10167,22.0
10014,10168,18.0
10014,10169,22.0
10014,10170,19.0
10014,10171,24.0
10014,10172,23.0
10014,10174,18.0
10014,10178,20.0
10014,10196,20.0
10014,10203,17.0
10014,10259,17.0
10014,10260,19.0
10014,10265,21.0
10014,10270,20.0
10014,10271,17.0
10014,10275,15.0
10014,10278,17.0
10014,10279,17.0
10014,10280,18.0
10014,10281,19.0
10014,10282,14.0
10014,10285,18.0
10014,10286,19.0
10014,10301,70.0
10014,10302,71.0
10014,10303,92.0
10014,10304,77.0
10014,10305,48.0
10014,10306,56.0
10014,10307,119.0
10014,10308,70.0
10014,10309,109.0
10014,10310,64.0
10014,10312,81.0
10014,10314,76.0
10014,10451,47.0
10014,10452,51.0
10014,10453,52.0
10014,10454,47.0
10014,10455,45.0
10014,10456,56.0
10014,10457,53.0
10014,10458,57.0
10014,10459,50.0
10014,10460,55.0
10014,10461,88.0
10014,10462,70.0
10014,10463,49.0
10014,10464,89.0
10014,10465,88.0
10014,10466,75.0
10014,10467,67.0
10014,10468,55.0
10014,10469,69.0
10014,10470,84.0
10014,10471,69.0
10014,10472,59.0
10014,10473,70.0
10014,10474,65.0
10014,10475,77.0
10014,11001,88.0
10014,11004,80.0
10014,11005,93.0
10014,11040,85.0
10014,11096,84.0
10014,11101,31.0
10014,11102,44.0
10014,11103,45.0
10014,11104,36.0
10014,11105,40.0
10014,11106,40.0
10014,11109,31.0
10014,11201,25.0
10014,11203,57.0
10014,11204,63.0
10014,11205,49.0
10014,11206,28.0
10014,11207,44.0
10014,11208,38.0
10014,11209,62.0
10014,11210,60.0
10014,11211,29.0
10014,11212,53.0
10014,11213,47.0
10014,11214,53.0
10014,11215,35.0
10014,11216,28.0
10014,11217,32.0
10014,11218,43.0
10014,11219,51.0
10014,11220,57.0
10014,11221,38.0
10014,11222,35.0
10014,11223,54.0
10014,11224,63.0
10014,11225,52.0
10014,11226,64.0
10014,11228,58.0
10014,11229,68.0
10014,11230,65.0
10014,11231,33.0
10014,11232,43.0
10014,11233,35.0
10014,11234,74.0
10014,11235,67.0
10014,11236,58.0
10014,11237,35.0
10014,11238,32.0
10014,11239,70.0
10014,11249,33.0
10014,11251,36.0
10014,11354,72.0
10014,11355,58.0
10014,11356,63.0
10014,11357,64.0
10014,11358,50.0
10014,11359,76.0
10014,11360,76.0
10014,11361,49.0
10014,11362,87.0
10014,11363,59.0
10014,11364,79.0
10014,11365,69.0
10014,11366,65.0
10014,11367,62.0
10014,11368,49.0
10014,11369,63.0
10014,11370,67.0
10014,11371,72.0
10014,11372,46.0
10014,11373,40.0
10014,11374,43.0
10014,11375,43.0
10014,11377,32.0
10014,11378,43.0
10014,11379,57.0
10014,11385,44.0
10014,11411,91.0
10014,11412,77.0
10014,11413,62.0
10014,11414,71.0
10014,11415,44.0
10014,11416,51.0
10014,11417,51.0
10014,11418,62.0
10014,11419,62.0
10014,11420,69.0
10014,11421,59.0
10014,11422,68.0
10014,11423,68.0
10014,11426,81.0
10014,11427,70.0
10014,11428,84.0
10014,11429,79.0
10014,11430,84.0
10014,11432,54.0
10014,11433,68.0
10014,11434,78.0
10014,11435,51.0
10014,11436,71.0
10016,10001,19.0
10016,10002,28.0
10016,10003,14.0
10016,10004,21.0
10016,10005,21.0
10016,10006,20.0
10016,10007,22.0
10016,10009,27.0
10016,10010,8.0
10016,10011,24.0
10016,10012,16.0
10016,10013,19.0
10016,10014,29.0
10016,10016,0.0
10016,10017,13.0
10016,10018,18.0
10016,10019,26.0
10016,10020,17.0
10016,10021,26.0
10016,10022,14.0
10016,10023,32.0
10016,10024,29.0
10016,10025,34.0
10016,10026,45.0
10016,10027,36.0
10016,10028,25.0
10016,10029,33.0
10016,10030,48.0
10016,10031,42.0
10016,10032,46.0
10016,10033,52.0
10016,10034,46.0
10016,10035,31.0
10016,10036,20.0
10016,10037,39.0
10016,10038,23.0
10016,10039,45.0
10016,10040,56.0
10016,10041,36.0
10016,10043,31.0
10016,10044,32.0
10016,10045,19.0
10016,10047,7.0
10016,10048,22.0
10016,10055,15.0
10016,10065,19.0
10016,10069,41.0
10016,10075,21.0
10016,10080,20.0
10016,10081,20.0
10016,10096,16.0
10016,10097,23.0
10016,10103,16.0
10016,10104,18.0
10016,10105,24.0
10016,10106,23.0
10016,10107,24.0
10016,10110,13.0
10016,10111,16.0
10016,10112,17.0
10016,10115,38.0
10016,10118,9.0
10016,10119,14.0
10016,10120,12.0
10016,10121,14.0
10016,10122,13.0
10016,10123,12.0
10016,10128,28.0
10016,10151,19.0
10016,10152,13.0
10016,10153,19.0
10016,10154,11.0
10016,10155,14.0
10016,10158,7.0
10016,10162,26.0
10016,10165,8.0
10016,10166,13.0
10016,10167,13.0
10016,10168,6.0
10016,10169,13.0
10016,10170,8.0
10016,10171,14.0
10016,10172,15.0
10016,10174,8.0
10016,10178,7.0
10016,10196,15.0
10016,10203,19.0
10016,10259,19.0
10016,10260,22.0
10016,10265,23.0
10016,10270,23.0
10016,10271,19.0
10016,10275,20.0
10016,10278,20.0
10016,10279,21.0
10016,10280,34.0
10016,10281,33.0
10016,10282,32.0
10016,10285,30.0
10016,10286,20.0
10016,10301,91.0
10016,10302,79.0
10016,10303,99.0
10016,10304,92.0
10016,10305,52.0
10016,10306,97.0
10016,10307,130.0
10016,10308,82.0
10016,10309,137.0
10016,10310,88.0
10016,10312,98.0
10016,10314,90.0
10016,10451,38.0
10016,10452,39.0
10016,10453,45.0
10016,10454,30.0
10016,10455,41.0
10016,10456,48.0
10016,10457,42.0
10016,10458,48.0
10016,10459,46.0
10016,10460,46.0
10016,10461,62.0
10016,10462,62.0
10016,10463,55.0
10016,10464,85.0
10016,10465,70.0
10016,10466,78.0
10016,10467,63.0
10016,10468,46.0
10016,10469,62.0
10016,10470,78.0
10016,10471,69.0
10016,10472,47.0
10016,10473,64.0
10016,10474,51.0
10016,10475,70.0
10016,11001,92.0
10016,11004,56.0
10016,11005,90.0
10016,11040,62.0
10016,11096,81.0
10016,11101,24.0
10016,11102,44.0
10016,11103,38.0
10016,11104,25.0
10016,11105,40.0
10016,11106,39.0
10016,11109,23.0
10016,11201,35.0
10016,11203,59.0
10016,11204,63.0
10016,11205,37.0
10016,11206,36.0
10016,11207,61.0
10016,11208,54.0
10016,11209,57.0
10016,11210,53.0
10016,11211,28.0
10016,11212,53.0
10016,11213,50.0
10016,11214,63.0
10016,11215,37.0
10016,11216,27.0
10016,11217,32.0
10016,11218,41.0
10016,11219,46.0
10016,11220,48.0
10016,11221,39.0
10016,11222,30.0
10016,11223,59.0
10016,11224,68.0
10016,11225,41.0
10016,11226,58.0
10016,11228,68.0
10016,11229,72.0
10016,11230,60.0
10016,11231,35.0
10016,11232,38.0
10016,11233,41.0
10016,11234,69.0
10016,11235,66.0
10016,11236,57.0
10016,11237,34.0
10016,11238,53.0
10016,11239,62.0
10016,11249,33.0
10016,11251,38.0
10016,11354,59.0
10016,11355,59.0
10016,11356,67.0
10016,11357,69.0
10016,11358,66.0
10016,11359,80.0
10016,11360,76.0
10016,11361,57.0
10016,11362,88.0
10016,11363,67.0
10016,11364,84.0
10016,11365,54.0
10016,11366,45.0
10016,11367,46.0
10016,11368,43.0
10016,11369,55.0
10016,11370,58.0
10016,11371,65.0
10016,11372,41.0
10016,11373,42.0
10016,11374,44.0
10016,11375,47.0
10016,11377,32.0
10016,11378,46.0
10016,11379,57.0
10016,11385,48.0
10016,11411,88.0
10016,11412,72.0
10016,11413,59.0
10016,11414,71.0
10016,11415,43.0
10016,11416,64.0
10016,11417,64.0
10016,11418,66.0
10016,11419,68.0
10016,11420,66.0
10016,11421,60.0
10016,11422,65.0
10016,11423,74.0
10016,11426,77.0
10016,11427,71.0
10016,11428,90.0
10016,11429,80.0
10016,11430,88.0
10016,11432,56.0
10016,11433,73.0
10016,11434,71.0
10016,11435,53.0
10016,11436,71.0
10017,10001,21.0
10017,10002,26.0
10017,10003,20.0
10017,10004,22.0
10017,10005,22.0
10017,10006,20.0
10017,10007,21.0
10017,10009,25.0
10017,10010,15.0
10017,10011,21.0
10017,10012,19.0
10017,10013,23.0
10017,10014,25.0
10017,10016,10.0
10017,10017,0.0
10017,10018,17.0
10017,10019,26.0
10017,10020,17.0
10017,10021,20.0
10017,10022,9.0
10017,10023,22.0
10017,10024,26.0
10017,10025,28.0
10017,10026,37.0
10017,10027,25.0
10017,10028,25.0
10017,10029,29.0
10017,10030,38.0
10017,10031,37.0
10017,10032,38.0
10017,10033,42.0
10017,10034,46.0
10017,10035,25.0
10017,10036,19.0
10017,10037,30.0
10017,10038,22.0
10017,10039,38.0
10017,10040,49.0
10017,10041,28.0
10017,10043,31.0
10017,10044,22.0
10017,10045,20.0
10017,10047,11.0
10017,10048,23.0
10017,10055,11.0
10017,10065,18.0
10017,10069,26.0
10017,10075,23.0
10017,10080,21.0
10017,10081,21.0
10017,10096,12.0
10017,10097,19.0
10017,10103,14.0
10017,10104,17.0
10017,10105,17.0
10017,10106,18.0
10017,10107,20.0
10017,10110,9.0
10017,10111,13.0
10017,10112,17.0
10017,10115,34.0
10017,10118,15.0
10017,10119,22.0
10017,10120,18.0
10017,10121,22.0
10017,10122,23.0
10017,10123,15.0
10017,10128,26.0
10017,10151,16.0
10017,10152,11.0
10017,10153,16.0
10017,10154,10.0
10017,10155,12.0
10017,10158,7.0
10017,10162,24.0
10017,10165,9.0
10017,10166,6.0
10017,10167,6.0
10017,10168,6.0
10017,10169,6.0
10017,10170,5.0
10017,10171,9.0
10017,10172,7.0
10017,10174,4.0
10017,10178,8.0
10017,10196,13.0
10017,10203,19.0
10017,10259,20.0
10017,10260,23.0
10017,10265,31.0
10017,10270,23.0
10017,10271,20.0
10017,10275,21.0
10017,10278,19.0
10017,10279,21.0
10017,10280,26.0
10017,10281,29.0
10017,10282,30.0
10017,10285,26.0
10017,10286,21.0
10017,10301,83.0
10017,10302,74.0
10017,10303,95.0
10017,10304,80.0
10017,10305,75.0
10017,10306,85.0
10017,10307,123.0
10017,10308,78.0
10017,10309,139.0
10017,10310,85.0
10017,10312,89.0
10017,10314,85.0
10017,10451,32.0
10017,10452,31.0
10017,10453,38.0
10017,10454,29.0
10017,10455,29.0
10017,10456,34.0
10017,10457,27.0
10017,10458,34.0
10017,10459,34.0
10017,10460,40.0
10017,10461,60.0
10017,10462,56.0
10017,10463,42.0
10017,10464,75.0
10017,10465,68.0
10017,10466,67.0
10017,10467,56.0
10017,10468,40.0
10017,10469,56.0
10017,10470,71.0
10017,10471,74.0
10017,10472,46.0
10017,10473,63.0
10017,10474,52.0
10017,10475,68.0
10017,11001,79.0
10017,11004,70.0
10017,11005,79.0
10017,11040,77.0
10017,11096,92.0
10017,11101,17.0
10017,11102,34.0
10017,11103,34.0
10017,11104,23.0
10017,11105,30.0
10017,11106,27.0
10017,11109,16.0
10017,11201,27.0
10017,11203,51.0
10017,11204,65.0
10017,11205,40.0
10017,11206,34.0
10017,11207,61.0
10017,11208,43.0
10017,11209,65.0
10017,11210,49.0
10017,11211,25.0
10017,11212,52.0
10017,11213,47.0
10017,11214,59.0
10017,11215,40.0
10017,11216,38.0
10017,11217,32.0
10017,11218,44.0
10017,11219,48.0
10017,11220,57.0
10017,11221,42.0
10017,11222,23.0
10017,11223,62.0
10017,11224,72.0
10017,11225,43.0
10017,11226,55.0
10017,11228,73.0
10017,11229,76.0
10017,11230,58.0
10017,11231,43.0
10017,11232,45.0
10017,11233,43.0
10017,11234,75.0
10017,11235,74.0
10017,11236,59.0
10017,11237,37.0
10017,11238,45.0
10017,11239,61.0
10017,11249,36.0
10017,11251,42.0
10017,11354,52.0
10017,11355,47.0
10017,11356,61.0
10017,11357,62.0
10017,11358,61.0
10017,11359,78.0
10017,11360,70.0
10017,11361,47.0
10017,11362,83.0
10017,11363,57.0
10017,11364,77.0
10017,11365,65.0
10017,11366,59.0
10017,11367,58.0
10017,11368,36.0
10017,11369,48.0
10017,11370,50.0
10017,11371,61.0
10017,11372,34.0
10017,11373,34.0
10017,11374,35.0
10017,11375,33.0
10017,11377,25.0
10017,11378,49.0
10017,11379,56.0
10017,11385,45.0
10017,11411,75.0
10017,11412,66.0
10017,11413,58.0
10017,11414,66.0
10017,11415,40.0
10017,11416,64.0
10017,11417,63.0
10017,11418,65.0
10017,11419,63.0
10017,11420,61.0
10017,11421,59.0
10017,11422,64.0
10017,11423,59.0
10017,11426,76.0
10017,11427,63.0
10017,11428,89.0
10017,11429,89.0
10017,11430,87.0
10017,11432,49.0
10017,11433,65.0
10017,11434,66.0
10017,11435,46.0
10017,11436,66.0
10018,10001,10.0
10018,10002,29.0
10018,10003,21.0
10018,10004,30.0
10018,10005,23.0
10018,10006,25.0
10018,10007,18.0
10018,10009,37.0
10018,10010,22.0
10018,10011,14.0
10018,10012,20.0
10018,10013,19.0
10018,10014,22.0
10018,10016,18.0
10018,10017,17.0
10018,10018,0.0
10018,10019,12.0
10018,10020,17.0
10018,10021,21.0
10018,10022,21.0
10018,10023,21.0
10018,10024,20.0
10018,10025,25.0
10018,10026,29.0
10018,10027,20.0
10018,10028,24.0
10018,10029,24.0
10018,10030,33.0
10018,10031,30.0
10018,10032,31.0
10018,10033,38.0
10018,10034,39.0
10018,10035,39.0
10018,10036,8.0
10018,10037,30.0
10018,10038,25.0
10018,10039,33.0
10018,10040,42.0
10018,10041,33.0
10018,10043,29.0
10018,10044,23.0
10018,10045,22.0
10018,10047,18.0
10018,10048,24.0
10018,10055,19.0
10018,10065,24.0
10018,10069,24.0
10018,10075,25.0
10018,10080,24.0
10018,10081,23.0
10018,10096,15.0
10018,10097,13.0
10018,10103,16.0
10018,10104,18.0
10018,10105,15.0
10018,10106,15.0
10018,10107,14.0
10018,10110,14.0
10018,10111,16.0
10018,10112,16.0
10018,10115,29.0
10018,10118,9.0
10018,10119,9.0
10018,10120,11.0
10018,10121,9.0
10018,10122,8.0
10018,10123,9.0
10018,10128,27.0
10018,10151,18.0
10018,10152,20.0
10018,10153,20.0
10018,10154,20.0
10018,10155,21.0
10018,10158,18.0
10018,10162,27.0
10018,10165,16.0
10018,10166,17.0
10018,10167,17.0
10018,10168,13.0
10018,10169,16.0
10018,10170,13.0
10018,10171,20.0
10018,10172,18.0
10018,10174,13.0
10018,10178,15.0
10018,10196,14.0
10018,10203,25.0
10018,10259,22.0
10018,10260,23.0
10018,10265,25.0
10018,10270,24.0
10018,10271,23.0
10018,10275,26.0
10018,10278,25.0
10018,10279,19.0
10018,10280,35.0
10018,10281,27.0
10018,10282,32.0
10018,10285,24.0
10018,10286,23.0
10018,10301,79.0
10018,10302,74.0
10018,10303,94.0
10018,10304,89.0
10018,10305,79.0
10018,10306,94.0
10018,10307,127.0
10018,10308,78.0
10018,10309,133.0
10018,10310,96.0
10018,10312,88.0
10018,10314,85.0
10018,10451,41.0
10018,10452,35.0
10018,10453,47.0
10018,10454,29.0
10018,10455,40.0
10018,10456,51.0
10018,10457,44.0
10018,10458,51.0
10018,10459,44.0
10018,10460,49.0
10018,10461,65.0
10018,10462,65.0
10018,10463,46.0
10018,10464,88.0
10018,10465,73.0
10018,10466,72.0
10018,10467,64.0
10018,10468,49.0
10018,10469,66.0
10018,10470,81.0
10018,10471,66.0
10018,10472,50.0
10018,10473,67.0
10018,10474,62.0
10018,10475,72.0
10018,11001,78.0
10018,11004,71.0
10018,11005,85.0
10018,11040,80.0
10018,11096,88.0
10018,11101,24.0
10018,11102,37.0
10018,11103,39.0
10018,11104,30.0
10018,11105,35.0
10018,11106,34.0
10018,11109,23.0
10018,11201,30.0
10018,11203,65.0
10018,11204,62.0
10018,11205,42.0
10018,11206,43.0
10018,11207,47.0
10018,11208,41.0
10018,11209,59.0
10018,11210,62.0
10018,11211,30.0
10018,11212,55.0
10018,11213,50.0
10018,11214,59.0
10018,11215,38.0
10018,11216,31.0
10018,11217,39.0
10018,11218,51.0
10018,11219,48.0
10018,11220,53.0
10018,11221,45.0
10018,11222,28.0
10018,11223,62.0
10018,11224,76.0
10018,11225,55.0
10018,11226,57.0
10018,11228,73.0
10018,11229,72.0
10018,11230,59.0
10018,11231,36.0
10018,11232,47.0
10018,11233,38.0
10018,11234,76.0
10018,11235,70.0
10018,11236,61.0
10018,11237,40.0
10018,11238,35.0
10018,11239,67.0
10018,11249,34.0
10018,11251,45.0
10018,11354,42.0
10018,11355,35.0
10018,11356,49.0
10018,11357,51.0
10018,11358,36.0
10018,11359,59.0
10018,11360,77.0
10018,11361,36.0
10018,11362,75.0
10018,11363,46.0
10018,11364,72.0
10018,11365,57.0
10018,11366,54.0
10018,11367,50.0
10018,11368,43.0
10018,11369,55.0
10018,11370,41.0
10018,11371,64.0
10018,11372,37.0
10018,11373,39.0
10018,11374,41.0
10018,11375,39.0
10018,11377,21.0
10018,11378,45.0
10018,11379,58.0
10018,11385,47.0
10018,11411,80.0
10018,11412,59.0
10018,11413,45.0
10018,11414,70.0
10018,11415,52.0
10018,11416,55.0
10018,11417,55.0
10018,11418,49.0
10018,11419,54.0
10018,11420,60.0
10018,11421,48.0
10018,11422,51.0
10018,11423,55.0
10018,11426,66.0
10018,11427,64.0
10018,11428,80.0
10018,11429,75.0
10018,11430,71.0
10018,11432,57.0
10018,11433,58.0
10018,11434,52.0
10018,11435,35.0
10018,11436,57.0
10019,10001,16.0
10019,10002,28.0
10019,10003,24.0
10019,10004,33.0
10019,10005,26.0
10019,10006,27.0
10019,10007,21.0
10019,10009,30.0
10019,10010,25.0
10019,10011,17.0
10019,10012,24.0
10019,10013,22.0
10019,10014,23.0
10019,10016,21.0
10019,10017,21.0
10019,10018,15.0
10019,10019,0.0
10019,10020,14.0
10019,10021,15.0
10019,10022,23.0
10019,10023,11.0
10019,10024,20.0
10019,10025,21.0
10019,10026,25.0
10019,10027,19.0
10019,10028,18.0
10019,10029,29.0
10019,10030,30.0
10019,10031,29.0
10019,10032,30.0
10019,10033,34.0
10019,10034,38.0
10019,10035,32.0
10019,10036,10.0
10019,10037,25.0
10019,10038,29.0
10019,10039,31.0
10019,10040,38.0
10019,10041,37.0
10019,10043,38.0
10019,10044,21.0
10019,10045,28.0
10019,10047,20.0
10019,10048,26.0
10019,10055,11.0
10019,10065,17.0
10019,10069,15.0
10019,10075,21.0
10019,10080,29.0
10019,10081,27.0
10019,10096,14.0
10019,10097,6.0
10019,10103,10.0
10019,10104,12.0
10019,10105,8.0
10019,10106,7.0
10019,10107,6.0
10019,10110,14.0
10019,10111,12.0
10019,10112,13.0
10019,10115,25.0
10019,10118,16.0
10019,10119,12.0
10019,10120,15.0
10019,10121,14.0
10019,10122,11.0
10019,10123,14.0
10019,10128,22.0
10019,10151,15.0
10019,10152,14.0
10019,10153,13.0
10019,10154,14.0
10019,10155,19.0
10019,10158,23.0
10019,10162,23.0
10019,10165,22.0
10019,10166,19.0
10019,10167,19.0
10019,10168,15.0
10019,10169,19.0
10019,10170,15.0
10019,10171,17.0
10019,10172,19.0
10019,10174,16.0
10019,10178,16.0
10019,10196,12.0
10019,10203,29.0
10019,10259,28.0
10019,10260,29.0
10019,10265,31.0
10019,10270,29.0
10019,10271,27.0
10019,10275,29.0
10019,10278,26.0
10019,10279,23.0
10019,10280,35.0
10019,10281,33.0
10019,10282,29.0
10019,10285,28.0
10019,10286,28.0
10019,10301,82.0
10019,10302,77.0
10019,10303,98.0
10019,10304,75.0
10019,10305,70.0
10019,10306,66.0
10019,10307,129.0
10019,10308,81.0
10019,10309,136.0
10019,10310,99.0
10019,10312,92.0
10019,10314,88.0
10019,10451,53.0
10019,10452,33.0
10019,10453,43.0
10019,10454,34.0
10019,10455,38.0
10019,10456,51.0
10019,10457,43.0
10019,10458,47.0
10019,10459,56.0
10019,10460,44.0
10019,10461,62.0
10019,10462,65.0
10019,10463,42.0
10019,10464,94.0
10019,10465,71.0
10019,10466,68.0
10019,10467,60.0
10019,10468,45.0
10019,10469,63.0
10019,10470,70.0
10019,10471,58.0
10019,10472,51.0
10019,10473,63.0
10019,10474,58.0
10019,10475,84.0
10019,11001,83.0
10019,11004,72.0
10019,11005,79.0
10019,11040,78.0
10019,11096,93.0
10019,11101,19.0
10019,11102,32.0
10019,11103,33.0
10019,11104,27.0
10019,11105,29.0
10019,11106,29.0
10019,11109,31.0
10019,11201,36.0
10019,11203,63.0
10019,11204,65.0
10019,11205,48.0
10019,11206,44.0
10019,11207,50.0
10019,11208,47.0
10019,11209,70.0
10019,11210,63.0
10019,11211,36.0
10019,11212,57.0
10019,11213,51.0
10019,11214,68.0
10019,11215,49.0
10019,11216,36.0
10019,11217,36.0
10019,11218,63.0
10019,11219,56.0
10019,11220,56.0
10019,11221,43.0
10019,11222,32.0
10019,11223,60.0
10019,11224,78.0
10019,11225,53.0
10019,11226,59.0
10019,11228,72.0
10019,11229,73.0
10019,11230,60.0
10019,11231,39.0
10019,11232,46.0
10019,11233,41.0
10019,11234,69.0
10019,11235,72.0
10019,11236,63.0
10019,11237,43.0
10019,11238,38.0
10019,11239,62.0
10019,11249,43.0
10019,11251,47.0
10019,11354,56.0
10019,11355,51.0
10019,11356,62.0
10019,11357,64.0
10019,11358,49.0
10019,11359,70.0
10019,11360,75.0
10019,11361,49.0
10019,11362,82.0
10019,11363,59.0
10019,11364,74.0
10019,11365,63.0
10019,11366,60.0
10019,11367,57.0
10019,11368,38.0
10019,11369,56.0
10019,11370,36.0
10019,11371,59.0
10019,11372,36.0
10019,11373,34.0
10019,11374,36.0
10019,11375,32.0
10019,11377,30.0
10019,11378,52.0
10019,11379,53.0
10019,11385,51.0
10019,11411,74.0
10019,11412,71.0
10019,11413,57.0
10019,11414,69.0
10019,11415,44.0
10019,11416,61.0
10019,11417,61.0
10019,11418,51.0
10019,11419,53.0
10019,11420,60.0
10019,11421,54.0
10019,11422,64.0
10019,11423,58.0
10019,11426,74.0
10019,11427,73.0
10019,11428,74.0
10019,11429,73.0
10019,11430,92.0
10019,11432,69.0
10019,11433,55.0
10019,11434,71.0
10019,11435,45.0
10019,11436,58.0
10020,10001,16.0
10020,10002,22.0
10020,10003,23.0
10020,10004,30.0
10020,10005,32.0
10020,10006,25.0
10020,10007,20.0
10020,10009,29.0
10020,10010,25.0
10020,10011,16.0
10020,10012,16.0
10020,10013,23.0
10020,10014,21.0
10020,10016,18.0
10020,10017,15.0
10020,10018,17.0
10020,10019,12.0
10020,10020,0.0
10020,10021,13.0
10020,10022,13.0
10020,10023,14.0
